Airline,Source,Destination,Total_Stops,Price,dept_day,dept_month,dept_hour,dept_minute,arrival_day,arrival_month,arrival_hour,arrival_minute,duration_hours,duration_minutes,Route1,Route2,Route3,Route4,Route5
GoAir,S_Kolkata,D_Bangalore,1,3673,9,6,6,40,9,6,14,35,7,55,CCU,HYD,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7005,12,6,11,40,12,6,21,0,9,20,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,12723,24,5,5,50,25,5,8,55,3,5,CCU,IXR,DEL,BLR,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,18,5,5,45,18,5,18,15,12,30,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,0,9564,21,6,11,0,21,6,14,15,3,15,DEL,COK,Not Available,Not Available,Not Available
Air Asia,S_Kolkata,D_Bangalore,1,5192,12,6,7,35,12,6,23,30,15,55,CCU,DEL,BLR,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,10067,1,3,8,30,1,3,11,30,3,0,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3540,3,6,5,15,3,6,7,40,2,25,MAA,CCU,Not Available,Not Available,Not Available
Air India,S_Bangalore,D_Delhi,0,6121,18,5,13,20,18,5,16,10,2,50,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6412,27,6,16,10,27,6,22,30,6,20,DEL,HYD,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,3897,24,3,22,20,25,3,1,10,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,21,5,14,5,21,5,23,35,9,30,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,0,7591,3,3,21,10,3,3,23,55,2,45,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13584,6,5,18,55,7,5,8,15,13,20,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,7615,21,3,7,5,22,3,9,25,2,20,DEL,HYD,MAA,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8475,27,5,6,0,27,5,21,0,15,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,10368,6,6,9,40,6,6,19,0,9,20,DEL,JAI,BOM,COK,Not Available
Air Asia,S_Kolkata,D_Bangalore,0,5964,3,3,19,35,3,3,22,5,2,30,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,7191,18,5,11,25,18,5,21,0,9,35,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,0,6535,1,3,14,15,1,3,16,45,2,30,CCU,BLR,Not Available,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,3332,27,3,9,30,27,3,12,5,2,35,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,13817,12,3,21,25,13,3,15,15,17,50,BLR,BOM,DEL,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8601,27,3,8,25,27,3,19,15,10,50,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,7048,27,3,16,0,28,3,1,35,9,35,DEL,BOM,COK,Not Available,Not Available
Air India,S_Bangalore,D_Delhi,0,5438,21,4,17,0,21,4,19,45,2,45,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,9732,27,5,11,30,27,5,19,0,7,30,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,2647,21,6,5,45,21,6,7,15,1,30,BOM,HYD,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,21,5,8,30,21,5,11,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3850,12,6,7,55,12,6,10,15,2,20,MAA,CCU,Not Available,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3841,21,6,6,55,21,6,9,30,2,35,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,0,4435,15,3,20,45,15,3,23,20,2,35,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,5198,12,4,11,10,12,4,14,5,2,55,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,5277,24,3,22,5,25,3,0,25,2,20,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,9134,15,3,22,50,16,3,7,40,8,50,BLR,BOM,DEL,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,27,4,11,30,27,4,14,5,2,35,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4174,12,4,15,30,12,4,18,5,2,35,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6206,9,6,17,10,10,6,1,30,8,20,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3841,9,6,9,0,9,6,11,25,2,25,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12898,27,5,17,30,28,5,12,35,19,5,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,14871,6,3,6,40,6,3,21,0,14,20,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,6117,12,6,9,10,13,6,11,5,1,55,CCU,BBI,HYD,BLR,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,24,5,9,35,24,5,12,20,2,45,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,0,10216,3,3,13,20,3,3,16,10,2,50,BLR,DEL,Not Available,Not Available,Not Available
GoAir,S_Bangalore,D_Delhi,0,3419,18,6,7,45,18,6,10,40,2,55,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,5694,21,3,13,0,21,3,15,50,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,9296,27,3,6,20,28,3,4,25,22,5,DEL,IXC,BOM,COK,Not Available
Air India,S_Delhi,D_Cochin,2,10651,9,6,22,0,10,6,19,15,21,15,DEL,GOI,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,21,5,20,0,22,5,8,15,12,15,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,8854,6,3,20,30,7,3,23,0,2,30,DEL,BLR,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,8372,9,5,9,0,9,5,19,15,10,15,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,10203,1,5,10,0,1,5,16,15,6,15,CCU,DEL,BLR,Not Available,Not Available
GoAir,S_Bangalore,D_Delhi,0,3898,24,6,11,40,24,6,14,30,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8586,21,5,8,25,22,5,8,15,23,50,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Mumbai,D_Hyderabad,0,2050,1,4,19,30,1,4,20,45,1,15,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,7757,18,5,18,55,19,5,8,15,13,20,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14388,9,5,21,10,10,5,8,15,11,5,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,4544,9,4,15,50,9,4,18,45,2,55,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,4049,1,6,6,25,1,6,7,55,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,4030,27,5,8,20,27,5,11,20,3,0,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,2,13942,6,3,8,15,6,3,22,55,14,40,BLR,HYD,VGA,DEL,Not Available
IndiGo,S_Delhi,D_Cochin,1,6442,27,6,6,50,27,6,16,10,9,20,DEL,HYD,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6195,6,6,21,50,7,6,3,35,5,45,DEL,LKO,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,14483,9,3,5,55,10,3,7,40,1,45,DEL,BHO,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,2,10919,12,6,14,35,13,6,4,25,13,50,DEL,NAG,BOM,COK,Not Available
Vistara,S_Kolkata,D_Bangalore,1,9135,1,4,17,0,2,4,20,20,3,20,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8824,24,3,6,30,24,3,16,20,9,50,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,3838,18,5,16,55,18,5,18,25,1,30,BOM,HYD,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,6144,9,3,20,0,9,3,22,55,2,55,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14714,6,6,19,15,7,6,4,25,9,10,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,8372,9,6,21,0,10,6,7,40,10,40,DEL,BOM,COK,Not Available,Not Available
Air India,S_Chennai,D_Kolkata,0,4405,18,3,11,40,18,3,13,55,2,15,MAA,CCU,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,11543,21,5,5,55,22,5,7,40,1,45,DEL,NAG,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,12537,27,3,8,0,27,3,15,30,7,30,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13941,12,5,20,0,13,5,4,40,8,40,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,4030,3,5,11,10,3,5,14,5,2,55,BLR,DEL,Not Available,Not Available,Not Available
Vistara,S_Bangalore,D_Delhi,0,5613,6,4,7,0,6,4,9,40,2,40,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8099,3,6,9,15,3,6,19,15,10,0,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,13977,9,3,0,20,9,3,7,40,7,20,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,1,6,10,0,2,6,12,35,2,35,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12898,21,5,17,30,22,5,4,25,10,55,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,7191,18,5,16,0,19,5,1,30,9,30,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,1759,27,3,5,45,27,3,7,5,1,20,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14714,3,6,18,15,4,6,19,0,0,45,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,9187,9,6,17,0,9,6,22,55,5,55,CCU,DEL,BLR,Not Available,Not Available
Air Asia,S_Kolkata,D_Bangalore,0,3807,6,4,10,20,6,4,12,55,2,35,CCU,BLR,Not Available,Not Available,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,2227,24,3,22,45,25,3,0,10,1,25,BOM,HYD,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,6,5,17,15,6,5,19,50,2,35,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,4544,24,4,18,55,24,4,22,0,3,5,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,15,6,17,15,15,6,19,50,2,35,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,13817,12,3,21,25,13,3,9,30,12,5,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,24,5,20,0,25,5,9,20,13,20,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,0,5601,9,6,5,35,9,6,8,50,3,15,DEL,COK,Not Available,Not Available,Not Available
Vistara,S_Mumbai,D_Hyderabad,1,12080,12,3,7,30,13,3,9,25,1,55,BOM,DEL,HYD,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,2227,1,4,21,20,1,4,22,50,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,15129,6,5,5,30,7,5,4,25,22,55,DEL,JAI,BOM,COK,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,7648,9,3,16,55,9,3,19,45,2,50,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,6144,15,3,13,0,15,3,15,50,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14571,6,6,18,55,7,6,8,15,13,20,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10703,9,5,20,25,10,5,9,45,13,20,CCU,DEL,BLR,Not Available,Not Available
GoAir,S_Bangalore,D_New Delhi,1,7657,15,3,15,45,15,3,20,15,4,30,BLR,GOI,DEL,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,4777,21,3,4,0,21,3,6,50,2,50,BLR,DEL,Not Available,Not Available,Not Available
Vistara,S_Bangalore,D_Delhi,0,4668,27,5,21,0,27,5,23,50,2,50,BLR,DEL,Not Available,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,7050,3,3,8,20,3,3,10,35,2,15,MAA,CCU,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,12224,12,6,20,30,13,6,13,45,17,15,CCU,DEL,COK,BLR,Not Available
IndiGo,S_Kolkata,D_Bangalore,1,7476,24,3,15,10,24,3,19,50,4,40,CCU,HYD,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,13817,12,3,7,0,12,3,23,0,16,0,BLR,BOM,DEL,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4990,27,6,18,55,27,6,21,50,2,55,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,7480,21,5,6,5,22,5,9,25,3,20,DEL,MAA,COK,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,2,6103,21,5,6,35,21,5,12,10,5,35,CCU,RPR,HYD,BLR,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8066,9,5,9,35,10,5,10,55,1,20,CCU,DEL,BLR,Not Available,Not Available
Air Asia,S_Kolkata,D_Bangalore,0,4409,18,5,22,50,19,5,1,20,2,30,CCU,BLR,Not Available,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3873,3,4,6,55,3,4,9,30,2,35,CCU,BLR,Not Available,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3841,15,6,22,20,16,6,0,40,2,20,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,7303,3,3,20,0,3,3,22,55,2,55,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,8855,3,3,18,55,3,3,21,45,2,50,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6270,9,4,15,0,10,4,1,30,10,30,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,9922,9,6,17,0,10,6,10,45,17,45,CCU,DEL,BLR,Not Available,Not Available
GoAir,S_Bangalore,D_New Delhi,0,5048,24,3,7,45,24,3,10,40,2,55,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7005,15,6,8,45,15,6,21,0,12,15,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,4622,9,3,22,20,10,3,0,40,2,20,CCU,BLR,Not Available,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3841,15,4,6,55,15,4,9,30,2,35,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,15,5,7,10,15,5,10,5,2,55,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,1,14069,1,3,5,50,1,3,22,45,16,55,BLR,CCU,DEL,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,15078,6,3,9,0,6,3,21,0,12,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,8040,1,4,7,5,1,4,8,30,1,25,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,11134,24,3,18,55,25,3,12,0,17,5,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,24,6,15,0,25,6,12,35,21,35,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,2759,24,3,10,20,24,3,11,50,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,28097,1,3,5,50,1,3,12,20,6,30,BLR,BDQ,DEL,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,13538,9,5,13,20,10,5,7,40,18,20,DEL,UDR,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13376,1,6,14,35,2,6,12,35,22,0,DEL,NAG,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,13727,18,5,9,0,18,5,21,0,12,0,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,12717,27,5,7,5,27,5,19,15,12,10,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,20747,3,3,18,20,5,3,4,25,10,5,DEL,UDR,BOM,COK,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7832,21,3,8,55,21,3,19,10,10,15,BLR,BOM,DEL,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,1,11873,3,3,14,25,3,3,19,25,5,0,BLR,AMD,DEL,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7832,15,3,7,0,16,3,7,40,0,40,BLR,BOM,DEL,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,24,6,20,20,24,6,22,55,2,35,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14571,9,6,21,10,10,6,12,0,14,50,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,10368,27,6,9,40,27,6,19,0,9,20,DEL,JAI,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,9663,1,5,16,30,2,5,12,0,19,30,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,15603,6,3,7,0,6,3,21,0,14,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,8016,3,6,17,45,3,6,20,45,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13067,6,5,9,35,6,5,19,10,9,35,CCU,DEL,BLR,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,3342,18,3,6,20,18,3,7,45,1,25,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,19225,6,3,14,5,6,3,19,10,5,5,BLR,BOM,DEL,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6838,15,6,9,15,15,6,21,0,11,45,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13344,6,6,5,30,6,6,12,35,7,5,DEL,BHO,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,2,15129,6,5,9,40,7,5,12,35,2,55,DEL,JAI,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,2,6197,27,3,7,10,27,3,21,20,14,10,DEL,HYD,MAA,COK,Not Available
Vistara,S_Mumbai,D_Hyderabad,1,12395,6,3,15,40,7,3,16,45,1,5,BOM,DEL,HYD,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,1,5,17,15,1,5,19,50,2,35,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,5678,9,5,2,55,9,5,4,20,1,25,BOM,HYD,Not Available,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,1,9292,9,3,17,0,10,3,16,40,23,40,BLR,GOI,DEL,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7888,21,5,17,0,22,5,1,30,8,30,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,14973,3,3,4,0,3,3,13,20,9,20,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14178,24,5,6,30,25,5,9,20,2,50,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,11883,6,5,5,50,7,5,12,0,6,10,CCU,IXR,DEL,BLR,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14151,9,6,17,0,10,6,14,25,21,25,CCU,DEL,BLR,Not Available,Not Available
Air Asia,S_Bangalore,D_Delhi,0,3383,24,6,11,10,24,6,13,55,2,45,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4990,18,4,16,55,18,4,19,55,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14231,24,3,13,55,25,3,18,10,4,15,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,18,6,18,55,18,6,21,50,2,55,BLR,DEL,Not Available,Not Available,Not Available
Vistara,S_Delhi,D_Cochin,0,6216,15,6,14,40,15,6,17,50,3,10,DEL,COK,Not Available,Not Available,Not Available
Vistara,S_Bangalore,D_Delhi,0,4668,3,5,7,0,3,5,9,40,2,40,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,12,5,6,30,12,5,18,15,11,45,CCU,BOM,BLR,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,9555,9,6,7,10,9,6,20,20,13,10,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13067,21,5,9,35,22,5,9,45,0,10,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,10368,15,6,5,30,15,6,19,0,13,30,DEL,JAI,BOM,COK,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,3173,21,3,5,45,21,3,7,5,1,20,BOM,HYD,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,8784,27,3,6,40,27,3,21,0,14,20,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9718,3,6,10,0,3,6,21,0,11,0,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6442,27,6,7,35,27,6,16,10,8,35,DEL,HYD,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,12940,6,3,4,0,7,3,7,40,3,40,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,4697,6,4,17,20,7,4,9,25,16,5,DEL,MAA,COK,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3841,18,6,22,20,19,6,0,40,2,20,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,4832,27,3,7,45,27,3,13,40,5,55,DEL,AMD,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,16079,27,5,19,15,28,5,19,0,23,45,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,5073,27,3,20,30,28,3,1,35,5,5,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7832,21,3,14,5,21,3,20,20,6,15,BLR,BOM,DEL,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6093,3,6,6,40,3,6,21,0,14,20,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,14871,3,3,4,45,3,3,11,30,6,45,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,2227,18,6,21,20,18,6,22,50,1,30,BOM,HYD,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,6117,21,5,19,0,22,5,11,5,16,5,CCU,HYD,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,3,6,14,0,4,6,12,35,22,35,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,8907,1,6,9,45,1,6,23,0,13,15,DEL,BLR,COK,Not Available,Not Available
Vistara,S_Bangalore,D_Delhi,0,5403,9,4,9,45,9,4,12,35,2,50,BLR,DEL,Not Available,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,1,6853,9,6,8,35,9,6,17,15,8,40,CCU,PNQ,BLR,Not Available,Not Available
Vistara,S_Delhi,D_Cochin,0,6216,18,6,6,0,18,6,9,10,3,10,DEL,COK,Not Available,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,6482,3,3,5,15,3,3,7,35,2,20,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13941,9,5,20,0,10,5,4,40,8,40,CCU,BOM,BLR,Not Available,Not Available
Air Asia,S_Delhi,D_Cochin,1,13470,9,6,16,45,9,6,22,25,5,40,DEL,BLR,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,12692,6,6,9,35,7,6,14,25,4,50,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13067,24,5,20,25,25,5,9,45,13,20,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,15129,9,5,23,5,10,5,19,0,19,55,DEL,AMD,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,18,5,8,25,18,5,19,50,11,25,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7670,18,5,19,0,19,5,1,30,6,30,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,8907,9,6,9,45,9,6,23,0,13,15,DEL,BLR,COK,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,1,26092,1,3,11,50,1,3,23,55,12,5,BLR,MAA,DEL,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,10197,24,5,9,0,24,5,19,0,10,0,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3597,12,5,13,15,12,5,15,35,2,20,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,6144,12,5,8,20,12,5,11,20,3,0,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,3943,24,4,23,30,25,4,2,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
